Sample,Individual,Tooth,Specimen,Bulk_Intra,DistERJ,Site,Species,Cultural_Period,Cultural_Phase,Urban_Period,d18O,d13C
DVC130_M1,DVC_130,M1,DVC_130_M1,Bulk,NA,DVC,Capra/Ovis,MHar,MHar i,Urban,-1.9,-9.2
DVC530_DP4,DVC_530,DP4,DVC_530_DP4,Bulk,NA,DVC,Antilope cervicapra,MHar,MHar i,Urban,0,-7.3
DVC561_M1_2_a,DVC_561,M1/M2,DVC_561_M1/M2,Intra,22.6,DVC,Capra hircus,MHar,MHar i,Urban,1.6,-2.4
DVC561_M1_2_b,DVC_561,M1/M2,DVC_561_M1/M2,Intra,19.2,DVC,Capra hircus,MHar,MHar i,Urban,1.7,-2.6
DVC561_M1_2_c,DVC_561,M1/M2,DVC_561_M1/M2,Intra,15.9,DVC,Capra hircus,MHar,MHar i,Urban,2.2,-4
DVC561_M1_2_d,DVC_561,M1/M2,DVC_561_M1/M2,Intra,12.9,DVC,Capra hircus,MHar,MHar ii,Urban,2.8,-6.1
FR_1704_a,FR_1704,M3,FR_1704_M3,Intra,24.5,FRM,Bos indicus,MHar,MHar ii,Urban,-2.4,0.6
FR_1704_b,FR_1704,M3,FR_1704_M3,Intra,22.5,FRM,Bos indicus,MHar,MHar ii,Urban,-1.7,0.4
FR_1704_c,FR_1704,M3,FR_1704_M3,Intra,20.5,FRM,Bos indicus,MHar,MHar ii,Urban,-1.7,0.5
FR_1704_d,FR_1704,M3,FR_1704_M3,Intra,18.5,FRM,Bos indicus,MHar,MHar ii,Urban,-1.3,0.4
FR_1704_e,FR_1704,M3,FR_1704_M3,Intra,16.5,FRM,Bos indicus,MHar,MHar ii,Urban,-1.3,0.6
FR_1704_f,FR_1704,M3,FR_1704_M3,Intra,14.3,FRM,Bos indicus,MHar,MHar ii,Urban,-1,0.6
FR_1704_g,FR_1704,M3,FR_1704_M3,Intra,12.3,FRM,Bos indicus,MHar,MHar ii,Urban,0.1,0.7
FR_1704_h,FR_1704,M3,FR_1704_M3,Intra,10.3,FRM,Bos indicus,MHar,MHar ii,Urban,0.2,0.9
FR_1704_i,FR_1704,M3,FR_1704_M3,Intra,8.3,FRM,Bos indicus,MHar,MHar ii,Urban,1.1,1.5
FR_1704_j,FR_1704,M3,FR_1704_M3,Intra,6.3,FRM,Bos indicus,MHar,MHar ii,Urban,1,1.6
FR_1704_k,FR_1704,M3,FR_1704_M3,Intra,4.1,FRM,Bos indicus,MHar,MHar ii,Urban,-0.2,1.9
FR_1706_a,FR_1706,M2,FR_1706_M2,Intra,21.4,FRM,Bos indicus,MHar,MHar ii,Urban,-3.6,3.7
FR_1706_b,FR_1706,M2,FR_1706_M2,Intra,19.5,FRM,Bos indicus,MHar,MHar ii,Urban,-2.7,3.5
FR_1706_c,FR_1706,M2,FR_1706_M2,Intra,17.7,FRM,Bos indicus,MHar,MHar ii,Urban,-2.3,3.5
FR_1706_d,FR_1706,M2,FR_1706_M2,Intra,15.8,FRM,Bos indicus,MHar,MHar ii,Urban,-2.2,3.5
FR_1706_e,FR_1706,M2,FR_1706_M2,Intra,13.8,FRM,Bos indicus,MHar,MHar ii,Urban,-1.1,3.2
FR_1706_f,FR_1706,M2,FR_1706_M2,Intra,12,FRM,Bos indicus,MHar,MHar ii,Urban,-0.9,3
FR_1706_g,FR_1706,M2,FR_1706_M2,Intra,10,FRM,Bos indicus,MHar,MHar ii,Urban,0,2.9
FR_1706_h,FR_1706,M2,FR_1706_M2,Intra,8,FRM,Bos indicus,MHar,MHar ii,Urban,0.7,2.8
FR_1706_i,FR_1706,M2,FR_1706_M2,Intra,6.2,FRM,Bos indicus,MHar,MHar ii,Urban,1.4,2.7
FR_1706_j,FR_1706,M2,FR_1706_M2,Intra,4.3,FRM,Bos indicus,MHar,MHar ii,Urban,2.2,2
FR_1706_k,FR_1706,M2,FR_1706_M2,Intra,2.5,FRM,Bos indicus,MHar,MHar ii,Urban,2.4,2.2
FR_1709_a,FR_1709,M3,FR_1709_M3,Intra,28,FRM,Bos indicus,MHar,MHar ii,Urban,-0.5,2.7
FR_1709_b,FR_1709,M3,FR_1709_M3,Intra,26.2,FRM,Bos indicus,MHar,MHar ii,Urban,-0.9,3
FR_1709_c,FR_1709,M3,FR_1709_M3,Intra,24.2,FRM,Bos indicus,MHar,MHar ii,Urban,-1.7,2.9
FR_1709_d,FR_1709,M3,FR_1709_M3,Intra,22.2,FRM,Bos indicus,MHar,MHar ii,Urban,-1.3,3.2
FR_1709_e,FR_1709,M3,FR_1709_M3,Intra,20.3,FRM,Bos indicus,MHar,MHar ii,Urban,-1.5,3.2
FR_1709_f,FR_1709,M3,FR_1709_M3,Intra,18.3,FRM,Bos indicus,MHar,MHar ii,Urban,-1.5,2.9
FR_1709_g,FR_1709,M3,FR_1709_M3,Intra,16.5,FRM,Bos indicus,MHar,MHar ii,Urban,-2.1,2.7
FR_1709_h,FR_1709,M3,FR_1709_M3,Intra,14.5,FRM,Bos indicus,MHar,MHar ii,Urban,-1.1,2.9
FR_1709_i,FR_1709,M3,FR_1709_M3,Intra,12.6,FRM,Bos indicus,MHar,MHar ii,Urban,-2.2,2.4
FR_1709_j,FR_1709,M3,FR_1709_M3,Intra,10.6,FRM,Bos indicus,MHar,MHar ii,Urban,-2.3,2.2
FR_1709_k,FR_1709,M3,FR_1709_M3,Intra,8.3,FRM,Bos indicus,MHar,MHar ii,Urban,-2.4,2.1
FR_1709_l,FR_1709,M3,FR_1709_M3,Intra,6.3,FRM,Bos indicus,MHar,MHar ii,Urban,-1.5,2.4
FR_1709_m,FR_1709,M3,FR_1709_M3,Intra,3.5,FRM,Bos indicus,MHar,MHar ii,Urban,-0.7,2.4
FR_1709_n,FR_1709,M3,FR_1709_M3,Intra,2.3,FRM,Bos indicus,MHar,MHar ii,Urban,-0.3,2.4
FR_1711_M2_a,FR_1711,M2,FR_1711_M2,Intra,13.2,FRM,Bos indicus,MHar,MHar ii,Urban,3.7,2.3
FR_1711_M2_b,FR_1711,M2,FR_1711_M2,Intra,11.3,FRM,Bos indicus,MHar,MHar ii,Urban,4.1,2.6
FR_1711_M2_c,FR_1711,M2,FR_1711_M2,Intra,9.1,FRM,Bos indicus,MHar,MHar ii,Urban,4.1,2.7
FR_1711_M2_d,FR_1711,M2,FR_1711_M2,Intra,7.2,FRM,Bos indicus,MHar,MHar ii,Urban,3.9,2.6
FR_1711_M2_e,FR_1711,M2,FR_1711_M2,Intra,5.7,FRM,Bos indicus,MHar,MHar ii,Urban,2.9,2.4
FR_1711_M3_a,FR_1711,M3,FR_1711_M3,Intra,18.8,FRM,Bos indicus,MHar,MHar ii,Urban,4.5,3
FR_1711_M3_b,FR_1711,M3,FR_1711_M3,Intra,16.8,FRM,Bos indicus,MHar,MHar ii,Urban,4.9,3.1
FR_1711_M3_c,FR_1711,M3,FR_1711_M3,Intra,14.9,FRM,Bos indicus,MHar,MHar ii,Urban,4.7,3
FR_1711_M3_d,FR_1711,M3,FR_1711_M3,Intra,12.9,FRM,Bos indicus,MHar,MHar ii,Urban,4.6,3
FR_1711_M3_e,FR_1711,M3,FR_1711_M3,Intra,11,FRM,Bos indicus,MHar,MHar ii,Urban,4.3,3.1
FR_1711_M3_f,FR_1711,M3,FR_1711_M3,Intra,8.8,FRM,Bos indicus,MHar,MHar ii,Urban,3.9,3
FR_1711_M3_g,FR_1711,M3,FR_1711_M3,Intra,6.6,FRM,Bos indicus,MHar,MHar ii,Urban,4.1,3
FR_1711_M3_h,FR_1711,M3,FR_1711_M3,Intra,4.9,FRM,Bos indicus,MHar,MHar ii,Urban,3.5,2.9
FR_1713_a,FR_1713,M3,FR_1713_M3,Intra,28.2,FRM,Ovis aries,MHar,MHar ii,Urban,1.2,-4.7
FR_1713_b,FR_1713,M3,FR_1713_M3,Intra,26.2,FRM,Ovis aries,MHar,MHar ii,Urban,1.3,-4
FR_1713_c,FR_1713,M3,FR_1713_M3,Intra,24.2,FRM,Ovis aries,MHar,MHar ii,Urban,1,-3.9
FR_1713_d,FR_1713,M3,FR_1713_M3,Intra,21.7,FRM,Ovis aries,MHar,MHar ii,Urban,1.3,-4.1
FR_1713_e,FR_1713,M3,FR_1713_M3,Intra,19.1,FRM,Ovis aries,MHar,MHar ii,Urban,1.6,-5.7
FR_1713_f,FR_1713,M3,FR_1713_M3,Intra,16.7,FRM,Ovis aries,MHar,MHar ii,Urban,1,-7.7
FR_1713_g,FR_1713,M3,FR_1713_M3,Intra,13.8,FRM,Ovis aries,MHar,MHar ii,Urban,-0.1,-9.3
FR_1713_h,FR_1713,M3,FR_1713_M3,Intra,11.8,FRM,Ovis aries,MHar,MHar ii,Urban,0.8,-9.5
FR_1713_i,FR_1713,M3,FR_1713_M3,Intra,9.6,FRM,Ovis aries,MHar,MHar ii,Urban,2.8,-8.7
FR_1713_j,FR_1713,M3,FR_1713_M3,Intra,7.4,FRM,Ovis aries,MHar,MHar ii,Urban,4.1,-7.5
FR_1713_k,FR_1713,M3,FR_1713_M3,Intra,4.7,FRM,Ovis aries,MHar,MHar ii,Urban,3.9,-5.3
FR_1713_l,FR_1713,M3,FR_1713_M3,Intra,2.6,FRM,Ovis aries,MHar,MHar ii,Urban,0.6,-3.2
FR_1718_a,FR_1718,M3,FR_1718_M3,Intra,9.6,FRM,Bos indicus,MHar,MHar ii,Urban,-0.5,4.2
FR_1718_b,FR_1718,M3,FR_1718_M3,Intra,7.3,FRM,Bos indicus,MHar,MHar ii,Urban,-0.6,4.3
FR_1718_c,FR_1718,M3,FR_1718_M3,Intra,5.3,FRM,Bos indicus,MHar,MHar ii,Urban,-0.5,4.2
FR_1718_d,FR_1718,M3,FR_1718_M3,Intra,2.9,FRM,Bos indicus,MHar,MHar ii,Urban,-0.1,4.2
FR_1720_a_,FR_1720,M3,FR_1720_M3,Intra,34.7,FRM,Bos indicus,MHar,MHar ii,Urban,3.1,2.8
FR_1720_b_,FR_1720,M3,FR_1720_M3,Intra,32.5,FRM,Bos indicus,MHar,MHar ii,Urban,1.4,2.5
FR_1720_c_,FR_1720,M3,FR_1720_M3,Intra,30,FRM,Bos indicus,MHar,MHar ii,Urban,2.1,2.6
FR_1720_d_,FR_1720,M3,FR_1720_M3,Intra,27.8,FRM,Bos indicus,MHar,MHar ii,Urban,1.3,2.6
FR_1720_e_,FR_1720,M3,FR_1720_M3,Intra,25.7,FRM,Bos indicus,MHar,MHar ii,Urban,1.3,2.8
FR_1720_f_,FR_1720,M3,FR_1720_M3,Intra,23.7,FRM,Bos indicus,MHar,MHar ii,Urban,-0.3,2.9
FR_1720_g_,FR_1720,M3,FR_1720_M3,Intra,21.4,FRM,Bos indicus,MHar,MHar ii,Urban,0.3,3
FR_1720_h_,FR_1720,M3,FR_1720_M3,Intra,19.2,FRM,Bos indicus,MHar,MHar ii,Urban,-0.7,3
FR_1720_i_,FR_1720,M3,FR_1720_M3,Intra,16.8,FRM,Bos indicus,MHar,MHar ii,Urban,-0.8,3.2
FR_1720_j_,FR_1720,M3,FR_1720_M3,Intra,14.7,FRM,Bos indicus,MHar,MHar ii,Urban,-1.3,3.4
FR_1720_k_,FR_1720,M3,FR_1720_M3,Intra,12.5,FRM,Bos indicus,MHar,MHar ii,Urban,-1.8,3.2
FR_1720_l_,FR_1720,M3,FR_1720_M3,Intra,10.1,FRM,Bos indicus,MHar,MHar ii,Urban,-1.8,3.1
FR_1720_m_,FR_1720,M3,FR_1720_M3,Intra,7.8,FRM,Bos indicus,MHar,MHar ii,Urban,-1.5,3.2
FR_1720_n_,FR_1720,M3,FR_1720_M3,Intra,5.8,FRM,Bos indicus,MHar,MHar ii,Urban,-1.5,3.3
FR_1720_o_,FR_1720,M3,FR_1720_M3,Intra,3.4,FRM,Bos indicus,MHar,MHar ii,Urban,-1.1,3.4
FR_1721_a,FR_1721,M3,FR_1721_M3,Intra,32.5,FRM,Bos indicus,MHar,MHar ii,Urban,-1.3,3.3
FR_1721_b,FR_1721,M3,FR_1721_M3,Intra,30,FRM,Bos indicus,MHar,MHar ii,Urban,-1.3,3.3
FR_1721_c,FR_1721,M3,FR_1721_M3,Intra,28,FRM,Bos indicus,MHar,MHar ii,Urban,-2.4,3.4
FR_1721_d,FR_1721,M3,FR_1721_M3,Intra,26,FRM,Bos indicus,MHar,MHar ii,Urban,-2.1,3.5
FR_1721_e,FR_1721,M3,FR_1721_M3,Intra,23.8,FRM,Bos indicus,MHar,MHar ii,Urban,-1.8,3.7
FR_1721_f,FR_1721,M3,FR_1721_M3,Intra,21.7,FRM,Bos indicus,MHar,MHar ii,Urban,-1.3,3.7
FR_1721_g,FR_1721,M3,FR_1721_M3,Intra,19.7,FRM,Bos indicus,MHar,MHar ii,Urban,-1.6,3.5
FR_1721_h,FR_1721,M3,FR_1721_M3,Intra,17.8,FRM,Bos indicus,MHar,MHar ii,Urban,-2.1,3.5
FR_1721_i,FR_1721,M3,FR_1721_M3,Intra,15.8,FRM,Bos indicus,MHar,MHar ii,Urban,-0.9,3.6
FR_1721_j,FR_1721,M3,FR_1721_M3,Intra,13.7,FRM,Bos indicus,MHar,MHar ii,Urban,-0.8,3.2
FR_1721_k,FR_1721,M3,FR_1721_M3,Intra,11.7,FRM,Bos indicus,MHar,MHar ii,Urban,0.3,3.1
FR_1721_l,FR_1721,M3,FR_1721_M3,Intra,9.6,FRM,Bos indicus,MHar,MHar ii,Urban,1.3,3.1
FR_1721_m,FR_1721,M3,FR_1721_M3,Intra,7.6,FRM,Bos indicus,MHar,MHar ii,Urban,2.1,3
FR_1721_n,FR_1721,M3,FR_1721_M3,Intra,5.6,FRM,Bos indicus,MHar,MHar ii,Urban,3.3,2.8
FR_1721_o,FR_1721,M3,FR_1721_M3,Intra,3.5,FRM,Bos indicus,MHar,MHar ii,Urban,3.4,2.5
FR_1724_a,FR_1724,M3,FR_1724_M3,Intra,31.5,FRM,Bos indicus,MHar,MHar ii,Urban,1.6,3.4
FR_1724_b,FR_1724,M3,FR_1724_M3,Intra,29.4,FRM,Bos indicus,MHar,MHar ii,Urban,1,3.3
FR_1724_c,FR_1724,M3,FR_1724_M3,Intra,26.9,FRM,Bos indicus,MHar,MHar ii,Urban,-0.2,3.2
FR_1724_d,FR_1724,M3,FR_1724_M3,Intra,24.7,FRM,Bos indicus,MHar,MHar ii,Urban,-0.3,3.2
FR_1724_e,FR_1724,M3,FR_1724_M3,Intra,22.5,FRM,Bos indicus,MHar,MHar ii,Urban,-0.8,3.4
FR_1724_f,FR_1724,M3,FR_1724_M3,Intra,20,FRM,Bos indicus,MHar,MHar ii,Urban,-1.4,3.6
FR_1724_g,FR_1724,M3,FR_1724_M3,Intra,17.7,FRM,Bos indicus,MHar,MHar ii,Urban,-2.7,3.5
FR_1724_h,FR_1724,M3,FR_1724_M3,Intra,15.6,FRM,Bos indicus,MHar,MHar ii,Urban,-2.7,3.6
FR_1724_i,FR_1724,M3,FR_1724_M3,Intra,13.5,FRM,Bos indicus,MHar,MHar ii,Urban,-2.6,3.6
FR_1724_j,FR_1724,M3,FR_1724_M3,Intra,11.5,FRM,Bos indicus,MHar,MHar ii,Urban,-3.1,3.6
FR_1724_k,FR_1724,M3,FR_1724_M3,Intra,9.1,FRM,Bos indicus,MHar,MHar ii,Urban,-2.9,3.7
FR_1724_l,FR_1724,M3,FR_1724_M3,Intra,6.8,FRM,Bos indicus,MHar,MHar ii,Urban,-1.6,3.8
FR_1724_m,FR_1724,M3,FR_1724_M3,Intra,5,FRM,Bos indicus,MHar,MHar ii,Urban,-2.6,3.7
FR_1729_a,FR_1729,M3,FR_1729_M3,Intra,48.4,FRM,Bos indicus,MHar,MHar ii,Urban,-1.1,2.9
FR_1729_b,FR_1729,M3,FR_1729_M3,Intra,45.4,FRM,Bos indicus,MHar,MHar ii,Urban,-1.6,2.8
FR_1729_c,FR_1729,M3,FR_1729_M3,Intra,43.2,FRM,Bos indicus,MHar,MHar ii,Urban,-2.7,2.8
FR_1729_d,FR_1729,M3,FR_1729_M3,Intra,40.3,FRM,Bos indicus,MHar,MHar ii,Urban,-2.6,3.1
FR_1729_e,FR_1729,M3,FR_1729_M3,Intra,37.3,FRM,Bos indicus,MHar,MHar ii,Urban,-1.8,3
FR_1729_f,FR_1729,M3,FR_1729_M3,Intra,34.6,FRM,Bos indicus,MHar,MHar ii,Urban,-2.1,3.2
FR_1729_g,FR_1729,M3,FR_1729_M3,Intra,31.9,FRM,Bos indicus,MHar,MHar ii,Urban,-1.5,2.8
FR_1729_h,FR_1729,M3,FR_1729_M3,Intra,29,FRM,Bos indicus,MHar,MHar ii,Urban,-1.3,2.7
FR_1729_i,FR_1729,M3,FR_1729_M3,Intra,26.3,FRM,Bos indicus,MHar,MHar ii,Urban,-0.4,2.9
FR_1729_j,FR_1729,M3,FR_1729_M3,Intra,23.4,FRM,Bos indicus,MHar,MHar ii,Urban,0.6,3.2
FR_1729_k,FR_1729,M3,FR_1729_M3,Intra,20.5,FRM,Bos indicus,MHar,MHar ii,Urban,0.5,3
FR_1729_l,FR_1729,M3,FR_1729_M3,Intra,17.5,FRM,Bos indicus,MHar,MHar ii,Urban,0.7,2.9
FR_1729_m,FR_1729,M3,FR_1729_M3,Intra,14.7,FRM,Bos indicus,MHar,MHar ii,Urban,1.8,3.1
FR_1729_n,FR_1729,M3,FR_1729_M3,Intra,12.7,FRM,Bos indicus,MHar,MHar ii,Urban,2.1,3.1
FR_1729_o,FR_1729,M3,FR_1729_M3,Intra,9.8,FRM,Bos indicus,MHar,MHar ii,Urban,2,3.4
FR_1729_p,FR_1729,M3,FR_1729_M3,Intra,6.8,FRM,Bos indicus,MHar,MHar ii,Urban,1.9,3.4
FR_1729_q,FR_1729,M3,FR_1729_M3,Intra,4.8,FRM,Bos indicus,MHar,MHar ii,Urban,1.2,3.2
FR_1730,FR_1730,M3,FR_1730_M3,Bulk,NA,FRM,Bos indicus,MHar,MHar ii,Urban,1.1,-0.3
FR_1731_a,FR_1731,M3,FR_1731_M3,Intra,57.2,FRM,Bos indicus,MHar,MHar ii,Urban,1.2,3.1
FR_1731_b,FR_1731,M3,FR_1731_M3,Intra,54.5,FRM,Bos indicus,MHar,MHar ii,Urban,0.8,3.1
FR_1731_c,FR_1731,M3,FR_1731_M3,Intra,51.8,FRM,Bos indicus,MHar,MHar ii,Urban,0.9,3.4
FR_1731_d,FR_1731,M3,FR_1731_M3,Intra,49.2,FRM,Bos indicus,MHar,MHar ii,Urban,1,3.6
FR_1731_e,FR_1731,M3,FR_1731_M3,Intra,46.7,FRM,Bos indicus,MHar,MHar ii,Urban,-0.1,3.2
FR_1731_f,FR_1731,M3,FR_1731_M3,Intra,43.7,FRM,Bos indicus,MHar,MHar ii,Urban,-0.1,3.6
FR_1731_g,FR_1731,M3,FR_1731_M3,Intra,41.6,FRM,Bos indicus,MHar,MHar ii,Urban,-1.4,3.2
FR_1731_h,FR_1731,M3,FR_1731_M3,Intra,38.7,FRM,Bos indicus,MHar,MHar ii,Urban,-2,3.3
FR_1731_i,FR_1731,M3,FR_1731_M3,Intra,36.1,FRM,Bos indicus,MHar,MHar ii,Urban,-2,3.2
FR_1731_j,FR_1731,M3,FR_1731_M3,Intra,33.6,FRM,Bos indicus,MHar,MHar ii,Urban,-1.9,3.4
FR_1731_k,FR_1731,M3,FR_1731_M3,Intra,31.1,FRM,Bos indicus,MHar,MHar ii,Urban,-2,3
FR_1731_l,FR_1731,M3,FR_1731_M3,Intra,28.6,FRM,Bos indicus,MHar,MHar ii,Urban,-0.9,3
FR_1731_m,FR_1731,M3,FR_1731_M3,Intra,25.8,FRM,Bos indicus,MHar,MHar ii,Urban,-1,3.2
FR_1731_n,FR_1731,M3,FR_1731_M3,Intra,23,FRM,Bos indicus,MHar,MHar ii,Urban,0.1,2.9
FR_1731_o,FR_1731,M3,FR_1731_M3,Intra,20.5,FRM,Bos indicus,MHar,MHar ii,Urban,-1.1,2.7
FR_1731_occl.,FR_1731,M3,FR_1731_M3,Intra,18,FRM,Bos indicus,MHar,MHar ii,Urban,2.6,3.1
FR_1731_p,FR_1731,M3,FR_1731_M3,Intra,15.7,FRM,Bos indicus,MHar,MHar ii,Urban,0.1,2.9
FR_1731_q,FR_1731,M3,FR_1731_M3,Intra,13.1,FRM,Bos indicus,MHar,MHar ii,Urban,-0.2,2.9
FR_1731_r,FR_1731,M3,FR_1731_M3,Intra,10.6,FRM,Bos indicus,MHar,MHar ii,Urban,0.7,3
FR_1731_s,FR_1731,M3,FR_1731_M3,Intra,7.9,FRM,Bos indicus,MHar,MHar ii,Urban,1.5,3
FR_1731_t,FR_1731,M3,FR_1731_M3,Intra,5.6,FRM,Bos indicus,MHar,MHar ii,Urban,2.4,3
FR_1732_a,FR_1732,M3,FR_1732_M3,Intra,23.8,FRM,Antelope,MHar,MHar ii,Urban,1.3,1.1
FR_1732_b,FR_1732,M3,FR_1732_M3,Intra,21.1,FRM,Antelope,MHar,MHar ii,Urban,2.5,1.4
FR_1732_c,FR_1732,M3,FR_1732_M3,Intra,19,FRM,Antelope,MHar,MHar ii,Urban,2.1,1.5
FR_1732_d,FR_1732,M3,FR_1732_M3,Intra,16.1,FRM,Antelope,MHar,MHar ii,Urban,0.9,1.7
FR_1732_e,FR_1732,M3,FR_1732_M3,Intra,13.5,FRM,Antelope,MHar,MHar ii,Urban,0,2.1
FR_1732_f,FR_1732,M3,FR_1732_M3,Intra,11,FRM,Antelope,MHar,MHar ii,Urban,-0.8,1.5
FR_1732_g,FR_1732,M3,FR_1732_M3,Intra,8.5,FRM,Antelope,MHar,MHar ii,Urban,-0.9,1.4
FR_1732_h,FR_1732,M3,FR_1732_M3,Intra,6,FRM,Antelope,MHar,MHar ii,Urban,-1.3,1.1
FR_1732_i,FR_1732,M3,FR_1732_M3,Intra,3.5,FRM,Antelope,MHar,MHar ii,Urban,-0.8,0.9
FR1716_M1_2a,FR_1716,M1/M2,FR_1716_M1/M2,Intra,13.6,FRM,Capra/Ovis,MHar,MHar ii,Urban,-3,-0.9
FR1716_M1_2b,FR_1716,M1/M2,FR_1716_M1/M2,Intra,11.9,FRM,Capra/Ovis,MHar,MHar ii,Urban,-2.2,-0.7
FR1716_M1_2c,FR_1716,M1/M2,FR_1716_M1/M2,Intra,9.1,FRM,Capra/Ovis,MHar,MHar ii,Urban,-0.5,-3.2
FR1717_M1_2a,FR_1717,M1/M2,FR_1717_M1/M2,Intra,28.6,FRM,Capra/Ovis,MHar,MHar ii,Urban,2.7,0.2
FR1717_M1_2b,FR_1717,M1/M2,FR_1717_M1/M2,Intra,25.4,FRM,Capra/Ovis,MHar,MHar ii,Urban,2,-0.4
FR1717_M1_2c,FR_1717,M1/M2,FR_1717_M1/M2,Intra,22.9,FRM,Capra/Ovis,MHar,MHar ii,Urban,2.2,-1.2
FR1717_M1_2d,FR_1717,M1/M2,FR_1717_M1/M2,Intra,19.5,FRM,Capra/Ovis,MHar,MHar ii,Urban,0.6,-2.9
FR1717_M1_2e,FR_1717,M1/M2,FR_1717_M1/M2,Intra,17.2,FRM,Capra/Ovis,MHar,MHar ii,Urban,0,-5
FR1717_M1_2f,FR_1717,M1/M2,FR_1717_M1/M2,Intra,13.2,FRM,Capra/Ovis,MHar,MHar ii,Urban,0.1,-6.5
FR1717_M1_2g,FR_1717,M1/M2,FR_1717_M1/M2,Intra,10.3,FRM,Capra/Ovis,MHar,MHar ii,Urban,0.8,-7.3
FR1717_M1_2h,FR_1717,M1/M2,FR_1717_M1/M2,Intra,7,FRM,Capra/Ovis,MHar,MHar ii,Urban,3.2,-6.5
FR1717_M1_2i,FR_1717,M1/M2,FR_1717_M1/M2,Intra,5,FRM,Capra/Ovis,MHar,MHar ii,Urban,6.3,-6
FR1728_M1,FR_1728,M1,FR_1728_M1,Bulk,NA,FRM,Capra/Ovis,MHar,MHar ii,Urban,1.6,-0.4
GWR032M2a,GWR032,M2,GWR032_M2,Intra,8.5,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,0.2,-0.6
GWR032M2b,GWR032,M2,GWR032_M2,Intra,6.5,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,-0.2,-0.8
GWR032M2c,GWR032,M2,GWR032_M2,Intra,5,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,-0.2,-1.1
GWR032M2d,GWR032,M2,GWR032_M2,Intra,3,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,0,-1.5
GWR252M2a,GWR252,M2,GWR252_M2,Intra,14,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,1,1.6
GWR252M2b,GWR252,M2,GWR252_M2,Intra,11,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,1,1.4
GWR252M2c,GWR252,M2,GWR252_M2,Intra,8.5,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,1.1,1.6
GWR252M2d,GWR252,M2,GWR252_M2,Intra,6,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,-0.4,1.6
GWR252M2e,GWR252,M2,GWR252_M2,Intra,4,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,-0.8,1.7
GWR548M2a,GWR548,M2,GWR548_M2,Intra,13,GWR,Bubalus bubalis,GWR-JOD,GWR-JOD,NA,-1.4,-0.3
GWR548M2b,GWR548,M2,GWR548_M2,Intra,11,GWR,Bubalus bubalis,GWR-JOD,GWR-JOD,NA,-1.6,-0.4
GWR548M2c,GWR548,M2,GWR548_M2,Intra,9,GWR,Bubalus bubalis,GWR-JOD,GWR-JOD,NA,-1.7,-0.6
GWR548M2d,GWR548,M2,GWR548_M2,Intra,7.5,GWR,Bubalus bubalis,GWR-JOD,GWR-JOD,NA,-1.6,-0.6
GWR548M2e,GWR548,M2,GWR548_M2,Intra,5,GWR,Bubalus bubalis,GWR-JOD,GWR-JOD,NA,-2.2,-1
GWR554a,GWR554,M2,GWR554_M2,Intra,15.5,GWR,Boselaphus tragocamelus,GWR-JOD,GWR-JOD,NA,2.1,-1.6
GWR554b,GWR554,M2,GWR554_M2,Intra,13.5,GWR,Boselaphus tragocamelus,GWR-JOD,GWR-JOD,NA,2.7,-1.2
GWR554d,GWR554,M2,GWR554_M2,Intra,10,GWR,Boselaphus tragocamelus,GWR-JOD,GWR-JOD,NA,2.5,-0.1
GWR554f,GWR554,M2,GWR554_M2,Intra,6.5,GWR,Boselaphus tragocamelus,GWR-JOD,GWR-JOD,NA,1.7,0.2
GWR554g,GWR554,M2,GWR554_M2,Intra,4,GWR,Boselaphus tragocamelus,GWR-JOD,GWR-JOD,NA,1.1,0.2
GWR75M2a,GWR75,M2,GWR75_M2,Intra,31.5,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,-0.6,0.5
GWR75M2c,GWR75,M2,GWR75_M2,Intra,27,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,-0.2,0.3
GWR75M2e,GWR75,M2,GWR75_M2,Intra,23,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,0.6,0.6
GWR75M2g,GWR75,M2,GWR75_M2,Intra,18.5,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,0.4,0.9
GWR75M2j,GWR75,M2,GWR75_M2,Intra,10.5,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,-0.1,1.9
GWR75M2l,GWR75,M2,GWR75_M2,Intra,5,GWR,Bos indicus,GWR-JOD,GWR-JOD,NA,-1.9,1.1
KNK01a,KNK01,max molar,KNK01_max molar,Intra,21.14,KNK,Axis axis,EHar,EHar,Pre-urban,0.1,0.1
KNK01b,KNK01,max molar,KNK01_max molar,Intra,19.84,KNK,Axis axis,EHar,EHar,Pre-urban,-0.1,-0.1
KNK01c,KNK01,max molar,KNK01_max molar,Intra,17.38,KNK,Axis axis,EHar,EHar,Pre-urban,-0.5,-0.4
